X Y Z F R I
-1 -1.9 0 1.07864 -0.54622 0.930107
-1 -1.8 0 1.0239 -0.428286 0.930019
-1 -1.7 0 0.914222 -0.42835 0.807662
-1 -1.6 0 0.978149 -0.555183 0.805324
-1 -1.5 0 1.09244 -0.562869 0.936267
-1 -1.4 0 1.0449 -0.428841 0.95284
-1 -1.3 0 0.909984 -0.399179 0.817757
-1 -1.2 0 0.935707 -0.531575 0.77005
-1 -1.1 0 1.07725 -0.602799 0.892804
-1 -1 0 1.11175 -0.502462 0.991729
-1 -0.9 0 1.00889 -0.378918 0.935033
-1 -0.8 0 0.888954 -0.365508 0.810336
-1 -0.7 0 0.839285 -0.432507 0.719262
-1 -0.6 0 0.846011 -0.533417 0.656659
-1 -0.5 0 0.919596 -0.682978 0.615791
-1 -0.4 0 1.06001 -0.85759 0.623018
-1 -0.3 0 1.162 -0.971884 0.636943
-1 -0.2 0 1.13672 -0.988009 0.562116
-1 -0.1 0 1.03966 -0.955608 0.409527
-1 6.38378e-16 0 0.992911 -0.93737 0.327429
-1 0.1 0 1.03966 -0.955608 0.409527
-1 0.2 0 1.13672 -0.988009 0.562116
-1 0.3 0 1.162 -0.971884 0.636943
-1 0.4 0 1.06001 -0.85759 0.623018
-1 0.5 0 0.919596 -0.682978 0.615791
-1 0.6 0 0.846011 -0.533417 0.656659
-1 0.7 0 0.839285 -0.432507 0.719262
-1 0.8 0 0.888954 -0.365508 0.810336
-1 0.9 0 1.00889 -0.378918 0.935033
-1 1 0 1.11175 -0.502462 0.991729
-1 1.1 0 1.07725 -0.602799 0.892804
-1 1.2 0 0.935707 -0.531575 0.77005
-1 1.3 0 0.909984 -0.399179 0.817757
-1 1.4 0 1.0449 -0.428841 0.95284
-1 1.5 0 1.09244 -0.562869 0.936267
-1 1.6 0 0.978149 -0.555183 0.805324
-1 1.7 0 0.914222 -0.42835 0.807662
-1 1.8 0 1.0239 -0.428286 0.930019
-1 1.9 0 1.07864 -0.54622 0.930107
-0.9 -2 0 1.07394 -0.887594 -0.604587
-0.9 -1.9 0 0.976305 -0.836856 -0.502835
-0.9 -1.8 0 0.923862 -0.734378 -0.560545
-0.9 -1.7 0 1.03883 -0.798422 -0.664593
-0.9 -1.6 0 1.08337 -0.905181 -0.595262
-0.9 -1.5 0 0.962872 -0.832147 -0.484411
-0.9 -1.4 0 0.908034 -0.715661 -0.558888
-0.9 -1.3 0 1.04294 -0.788491 -0.682644
-0.9 -1.2 0 1.10802 -0.921201 -0.61571
-0.9 -1.1 0 0.98683 -0.866347 -0.472522
-0.9 -1 0 0.873652 -0.712442 -0.505661
-0.9 -0.9 0 0.972404 -0.709059 -0.665436
-0.9 -0.8 0 1.12077 -0.855707 -0.723799
-0.9 -0.7 0 1.16471 -0.975188 -0.636831
-0.9 -0.6 0 1.13494 -1.01349 -0.510794
-0.9 -0.5 0 1.09586 -1.03009 -0.373946
-0.9 -0.4 0 1.05733 -1.03847 -0.198816
-0.9 -0.3 0 1.03997 -1.039 -0.044981
-0.9 -0.2 0 1.09413 -1.09405 -0.0133762
-0.9 -0.1 0 1.22004 -1.21674 -0.0895851
-0.9 6.38378e-16 0 1.29467 -1.28692 -0.141451
-0.9 0.1 0 1.22004 -1.21674 -0.0895851
-0.9 0.2 0 1.09413 -1.09405 -0.0133762
-0.9 0.3 0 1.03997 -1.039 -0.044981
-0.9 0.4 0 1.05733 -1.03847 -0.198816
-0.9 0.5 0 1.09586 -1.03009 -0.373946
-0.9 0.6 0 1.13494 -1.01349 -0.510794
-0.9 0.7 0 1.16471 -0.975188 -0.636831
-0.9 0.8 0 1.12077 -0.855707 -0.723799
-0.9 0.9 0 0.972404 -0.709059 -0.665436
-0.9 1 0 0.873652 -0.712442 -0.505661
-0.9 1.1 0 0.98683 -0.866347 -0.472522
-0.9 1.2 0 1.10802 -0.921201 -0.61571
-0.9 1.3 0 1.04294 -0.788491 -0.682644
-0.9 1.4 0 0.908034 -0.715661 -0.558888
-0.9 1.5 0 0.962872 -0.832147 -0.484411
-0.9 1.6 0 1.08337 -0.905181 -0.595262
-0.9 1.7 0 1.03883 -0.798422 -0.664593
-0.9 1.8 0 0.923862 -0.734378 -0.560545
-0.9 1.9 0 0.976305 -0.836856 -0.502835
-0.8 -2 0 0.948927 0.585234 -0.74697
-0.8 -1.9 0 0.948791 0.671048 -0.670744
-0.8 -1.8 0 1.06591 0.742451 -0.764801
-0.8 -1.7 0 1.04935 0.640094 -0.831519
-0.8 -1.6 0 0.923648 0.577523 -0.720828
-0.8 -1.5 0 0.960464 0.696465 -0.661383
-0.8 -1.4 0 1.09105 0.754343 -0.788258
-0.8 -1.3 0 1.04955 0.620203 -0.846704
-0.8 -1.2 0 0.900426 0.55838 -0.706384
-0.8 -1.1 0 0.949095 0.703258 -0.637346
-0.8 -1 0 1.10961 0.785214 -0.784015
-0.8 -0.9 0 1.09595 0.642894 -0.887583
-0.8 -0.8 0 0.917378 0.506466 -0.764902
-0.8 -0.7 0 0.824054 0.574313 -0.590957
-0.8 -0.6 0 0.924817 0.746467 -0.545961
-0.8 -0.5 0 1.06666 0.898455 -0.574931
-0.8 -0.4 0 1.20577 1.05935 -0.575892
-0.8 -0.3 0 1.34217 1.2297 -0.537841
-0.8 -0.2 0 1.36801 1.28189 -0.477701
-0.8 -0.1 0 1.24781 1.17763 -0.4126
-0.8 6.38378e-16 0 1.16262 1.09799 -0.38223
-0.8 0.1 0 1.24781 1.17763 -0.4126
-0.8 0.2 0 1.36801 1.28189 -0.477701
-0.8 0.3 0 1.34217 1.2297 -0.537841
-0.8 0.4 0 1.20577 1.05935 -0.575892
-0.8 0.5 0 1.06666 0.898455 -0.574931
-0.8 0.6 0 0.924817 0.746467 -0.545961
-0.8 0.7 0 0.824054 0.574313 -0.590957
-0.8 0.8 0 0.917378 0.506466 -0.764902
